transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
436942a9-9883-4305-ba1d-b607a2a2645f	70d02a15-e234-484f-9768-430123eed7b6	illinois.edu	Fall 2019	CS 233-AL2 November 04, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
4377ffe6-6674-48a0-9348-40c39c5ca461	984cb8a8-898e-40dd-bb19-1f2e06c6c5fc	illinois.edu	Summer 2020	CS 225-AL1 February 07, 2020	Computer Science	CS	225	Data Structures	AL1/AL2
439b6e53-7d32-4efd-a289-b2b33e02c35f	433021f3-5124-4894-8f88-5fca07862ed1	illinois.edu	Fall 2020	10/2 - Divide and Conquer October 02, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
439e69d0-5f1f-4e79-96e1-76ad299e53b1	cb86cadf-ff5d-4c86-9ab9-485af137f8bd	illinois.edu	Spring 2021	Solution session, 2020-10-13 October 13, 2020	Computer Science	CS	101	Introduction to Computing for Engineers and Scientists	AL1
43aff24d-4320-43c6-967c-9b7093eadcad	85687a2b-bb6b-4775-b73e-d60996f8f094	gvsu.edu	Spring  2021	DHCP	School of Computing and Information Systems	CIS	457	Data Communications	ALL
43b29394-0fbe-4d46-831d-70aa00294549	8e88e06b-05a2-4f15-90eb-339c6cdb58d3	illinois.edu	Spring 2020	CS 438-R3 May 05, 2020	Computer Science	CS	438	Communication Networks	R3/R4
43b29394-0fbe-4d46-831d-70aa00294549	8e88e06b-05a2-4f15-90eb-339c6cdb58d3	illinois.edu	Spring 2020	CS 438-R3 May 05, 2020	Electrical and Computer Engineering	ECE	438	Communication Networks	R3/R4
43d4adb3-0537-4ca1-aac5-f2d1cf396d6c	da7e8482-4a22-4ef4-89e9-61e4fa08741a	illinois.edu	Fall 2020	Types of Bonds October 05, 2020	Publishing	PUB	000	Publishing	FIN500
43d72c52-429b-4622-9575-aa7a08fbd6c6	98f4c34c-ee4b-4c14-9a96-e94dbc91a718	illinois.edu	Fall 2020	Challenge Problem 8.2.3 Solution October 20, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
43d72c52-429b-4622-9575-aa7a08fbd6c6	98f4c34c-ee4b-4c14-9a96-e94dbc91a718	illinois.edu	Fall 2020	Challenge Problem 8.2.3 Solution October 20, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
43d8fa11-0716-4bf8-85b5-95e4ae92b5c3	1ec05cb7-c248-406b-a673-23e2814b11ad	illinois.edu	Fall 2020	Eigenvalues - intro October 01, 2020	Computer Science	CS	357	Numerical Methods 1	M,N
43d9320f-1c68-4ae0-b613-28cf9dd2ea56	319c16f3-a927-4109-aa0e-e18644aa6484	illinois.edu	Fall 2019	CS 357-N October 01, 2019	Computer Science	CS	357	Numerical Methods	M
43dbcd0d-00c9-40fe-9946-2f0772630377	2a7f29a6-017e-4cba-8afa-fc6137ea172f	illinois.edu	Fall 2020	CS361 Zoom Lectures or Exams November 19, 2020	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
43f3b072-76f4-44af-91de-41fdc64695b5	281c3d1c-67de-4cde-b228-385a00035e37	illinois.edu	Fall 2021	CS241-Lec12-Q03	Computer Science	CS	241	System Programming	AL1
43ff2e97-a82e-4438-81bb-493cb4cd5c94	e6a3b4b2-3414-4057-a345-f30b086e78f4	illinois.edu	Fall 2020	Linear Least Squares - 2: Normal Equations October 31, 2020	Computer Science	CS	357	Numerical Methods 1	M,N
440d61b4-16ad-4f0e-9d43-3cf15c83bea0	0cb8e5a4-6473-4879-b5ac-72293f55b276	illinois.edu	Fall 2020	CS361-Zoom Lecture 3 September 01, 2020	Computer Science	CS	361	Probability and Statistics for Computer Science	AL1
441ed34b-d340-4f03-8c15-3753a894fcf7	35448f26-e329-41e2-9dec-57239d821b18	illinois.edu	Fall 2021	CS241-Lec27-Q02	Computer Science	CS	241	System Programming	AL1
44409fa0-b661-4778-9be8-674d45ab6e5f	5420da84-29dd-4173-88a4-d095ebd7f2fe	illinois.edu	Summer 2021	R & R Studio Introduction - Windows	Statistics	STAT	400	Statistics and Probability I	ALL
4440b55b-8b36-4ec3-9e5d-1c4551970268	c25139f9-2d3c-4652-8cf6-f96df3712049	illinois.edu	Spring 2021	GROUP12 Brief September 29, 2020	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
4440d730-7e00-4c88-8ca6-296fa0aaff29	847f4958-a7a1-41cc-9857-1d659c2ea90a	illinois.edu	Fall 2020	CS 225 Lecture 2021-02-08 February 08, 2021	Computer Science	CS	225	Data Structures	AL1/AL2
4441abc0-8edc-4c7b-b2e2-b09de6b72627	dde1f1d1-ed33-4aca-aaaf-d380f4d5c2d9	illinois.edu	Spring 2021	ADV476 Week 3: What is Culture_02-12-21 February 12, 2021	Advertising	ADV	476	Global Advertising 	B
445287c6-eb1d-4d78-ad7d-bc5fe4baf630	e341b8e1-ad76-4648-be1f-dc5366c08db8	illinois.edu	Spring 2021	Exam 6.1G Review - Forwarding Muxes April 13, 2020	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
445287c6-eb1d-4d78-ad7d-bc5fe4baf630	e341b8e1-ad76-4648-be1f-dc5366c08db8	illinois.edu	Spring 2021	Exam 6.1G Review - Forwarding Muxes April 13, 2020	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
44531f92-ed28-4ab0-870c-fbecbafde01f	99fcff70-3f53-4bc9-b5d7-419efe0b5576	illinois.edu	Fall 2019	CS 233-AL2 September 13, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
4453a049-7597-4df4-9b9b-67c2d124a116	a02d0ea0-2235-47f9-8562-974151c70692	illinois.edu	Fall 2020	Lecture 27 — Probabilistic Latent Semantic Analysis PLSA - Part 2	Computer Science	CS	410	Text Information Systems	ALL
4453a049-7597-4df4-9b9b-67c2d124a116	a02d0ea0-2235-47f9-8562-974151c70692	illinois.edu	Fall 2020	Lecture 27 — Probabilistic Latent Semantic Analysis PLSA - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
4474431b-873c-42fc-9c30-814a6f28a3de	5d94cdee-8cf8-4f15-9fcf-24d7cb257348	illinois.edu	Fall 2019	CS 446-D4 October 23, 2019	Computer Science	CS	446	Machine Learning	D4
44c07e50-50a6-4a8b-a235-d6c0bc4701e9	1b558827-4c31-492c-91fc-fb2dcd10898f	illinois.edu	Fall 2020	1.4 Languages	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
44d23e38-8943-4294-b4f9-ec74b443a752	62bc39aa-9f0d-44c8-88e4-2ad0439f39cf	illinois.edu	Fall 2021	CS 105: Truthy and Falsy (Topic 5) September 24, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
44d23e38-8943-4294-b4f9-ec74b443a752	62bc39aa-9f0d-44c8-88e4-2ad0439f39cf	illinois.edu	Fall 2020	CS 105: Truthy and Falsy September 24, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
44d23e38-8943-4294-b4f9-ec74b443a752	62bc39aa-9f0d-44c8-88e4-2ad0439f39cf	illinois.edu	Fall 2020	CS 105: Truthy and Falsy September 24, 2020	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
44d4a4a5-8268-4b79-bf89-1746e88c58bd	67d3bbef-37ce-49a0-a7cf-569e84310358	illinois.edu	Fall 2021	CS 439 Fall 2021 September 01, 2021	Computer Science	CS	439	Wireless Networking	Lecture
44df41bc-04d3-41ca-ac51-dbd22dc98305	aef9082d-d8de-4f6e-a350-17e56a42ceba	illinois.edu	Fall 2020	Lecture 13 — Syntagmatic Relation Discovery  Mutual Information - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
44df41bc-04d3-41ca-ac51-dbd22dc98305	aef9082d-d8de-4f6e-a350-17e56a42ceba	illinois.edu	Fall 2020	Lecture 13 — Syntagmatic Relation Discovery  Mutual Information - Part 2	Computer Science	CS	410	Text Information Systems	ALL
44e019d2-dc65-48fd-bfe5-d6f3b883e4a2	f409d183-1195-4d4a-9f33-e5818dd3b7a6	illinois.edu	Fall 2019	CS 233-AL1 November 20, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
451e2b0f-3265-432c-bcaa-9fda8f09598a	4cedab7b-11c2-4dfd-89db-570db510f6e0	illinois.edu	Fall 2019	CS 446-D4 August 26, 2019	Computer Science	CS	446	Machine Learning	D4
4529b3c7-860c-40bd-8424-10e0bbdd9441	df8aebd7-1a88-4ac9-909b-cbd28f113c2e	illinois.edu	Fall 2020	Lecture 1 - Intro & Pattern Matching	Computer Science	CS	296	Honors Data Structures	25
4531c91f-3887-4fa0-8b9e-61c079e7e6d6	56d945fd-3a38-460d-b3e7-cea14740ea60	illinois.edu	Fall 2020	The Balance Sheet Other Topics August 17, 2020	Publishing	PUB	000	Publishing	FIN500
4531c91f-3887-4fa0-8b9e-61c079e7e6d6	56d945fd-3a38-460d-b3e7-cea14740ea60	illinois.edu	Fall 2020	The Balance Sheet Other Topics August 17, 2020	Publishing	PUB	000	Publishing	FIN500
45435bec-226c-405f-a644-68f68fcf4cb7	ab896ed1-e32a-462e-bab0-25f566f473dc	illinois.edu	Spring 2021	ADV476 Week 2: Lecture 6_02-02-21 (Brazil and Advertising) February 03, 2021	Advertising	ADV	476	Global Advertising 	B
454ececc-91cd-44b0-ba34-e364e131c591	22cc0c1d-d70f-4804-8fc2-7320554a0345	illinois.edu	Spring 2020	ECE 110-AL1 October 11, 2019	Electrical and Computer Engineering	ECE	110	Introduction to Electronics	AL2
455b78e9-137e-4e9a-9330-8ef757f69885	11bb88fb-f409-4a29-961e-17a8be1a4f70	illinois.edu	Spring 2020	ECE 110-AL1 September 27, 2019	Electrical and Computer Engineering	ECE	110	Introduction to Electronics	AL2
4566a81d-1bd5-43f8-8720-ba122a2b1f23	0e2fc0f6-79b1-4873-95ee-99be5024a8a4	illinois.edu	Fall 2021	CS241-Lec07-Q06	Computer Science	CS	241	System Programming	AL1
4567f3c5-8360-4a1a-a25f-aaf65daea2ed	2b76cd56-ffe2-4493-9bed-040911239aab	illinois.edu	Fall 2021	CS 105: Course Structure (Fall 2021) August 26, 2021	Computer Science	CS	105	Introduction to Computing, for non-technical majors	All
456da4e6-07f7-4617-8c02-bc53aed714f9	c2464d69-e4e5-432e-ab17-9c949cd713d2	illinois.edu	Summer 2020	CS 173 SU20 AL1 Lecture 02b: Proving Universal Claims June 05, 2020	Computer Science	CS	173	Discrete Structures	AL1
458d5c73-74a9-4d00-8f55-2ca645471a90	b388a994-7921-42c7-8f21-bbb609b5f865	illinois.edu	Spring 2020	UIUC CS 374 FA 20: 10.7. QuickSort	Demonstration	Example	400	Example use of ClassTranscribe	AL1
458d5c73-74a9-4d00-8f55-2ca645471a90	b388a994-7921-42c7-8f21-bbb609b5f865	illinois.edu	Fall 2020	UIUC CS 374 FA 20 - 10.7. QuickSort-FdI8wM55-P8	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
458d5c73-74a9-4d00-8f55-2ca645471a90	b388a994-7921-42c7-8f21-bbb609b5f865	illinois.edu	Fall 2020	UIUC CS 374 FA 20 - 10.7. QuickSort	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
458f0536-7a7f-4b08-8cc7-f78b3ab301b7	c0860f17-24eb-4f1b-ab01-9e7eb6f97c10	illinois.edu	Fall 2020	CS/ECE 374 fa20 Disc ADB: 10-11 October 07, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
4596ccf5-f1b2-443d-9df7-32cb0f36fe57	f304f39d-f644-4d29-a0b2-d629789495f0	illinois.edu	Fall 2021	CS 241 (SP21) March 08, 2021	Computer Science	CS	241	System Programming	AL1
45bafa80-8176-4004-82cf-d990eb07fff0	74eff3b5-07c5-41c9-a759-6d1bf3535aef	illinois.edu	Fall 2020	10/28 - Shortest Paths October 28, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
45c4e321-5091-4c47-8b27-6bd5563ac5ec	de5236aa-b629-4783-b7c8-6e6e91a66599	illinois.edu	Spring 2021	lesson17 numerics/calculus October 15, 2020	Computer Science	CS	101	Introduction to Computing for Engineers and Scientists	AL1
45c86536-2096-4762-bdda-a01aaf606c95	586083e5-f60d-4b43-9b08-1b7b715626e1	illinois.edu	Spring 2020	CS 438-R3 January 28, 2020	Computer Science	CS	438	Communication Networks	R3/R4
45c86536-2096-4762-bdda-a01aaf606c95	586083e5-f60d-4b43-9b08-1b7b715626e1	illinois.edu	Spring 2020	CS 438-R3 January 28, 2020	Electrical and Computer Engineering	ECE	438	Communication Networks	R3/R4
45da46af-f5e8-4309-b53e-a1ad07e8cb59	21632105-17db-4d94-be4e-a6717a074d36	illinois.edu	Fall 2019	CS 233-AL1 November 08, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
45dea065-bea0-45ee-8914-ca2a60b3b148	06fa89bf-63e5-4162-86ab-43198713ed18	illinois.edu	Spring 2021	Practice with ANOVA	Statistics	STAT	212	Biostatistics	ALL
45e762b7-de5c-40cd-a4f9-08524bb4b693	a20024a5-0c6e-4630-9f23-4aed1ae12c81	illinois.edu	Fall 2020	ASWR, Ch14: Transformations in R	Statistics	STAT	420	Methods of Applied Statistics	ALL
45f59f6a-9826-4c31-9063-ac0e9afbc487	ee9f74b6-dac0-4b2a-82b1-e9d7f1053348	illinois.edu	Summer 2020	CS 225-AL1 December 06, 2019	Computer Science	CS	225	Data Structures	AL1/AL2
4601a707-5dd9-44c5-b66d-261ac8ae080b	adeb4f1f-9fce-421b-ba88-728876d543ff	illinois.edu	Fall 2021	CS241-Lec22-Q04	Computer Science	CS	241	System Programming	AL1
460a78dc-cb97-43e7-adbf-e349c1d3fdc3	8debfc2d-b30e-4c0a-acde-87e65d56cb12	illinois.edu	Spring 2020	lec30 - Reinforcement Learning April 10, 2020	Electrical and Computer Engineering	ECE	448	Artificial Intelligence	Q3,Q4
460a78dc-cb97-43e7-adbf-e349c1d3fdc3	8debfc2d-b30e-4c0a-acde-87e65d56cb12	illinois.edu	Spring 2020	lec30 - Reinforcement Learning April 10, 2020	Computer Science	CS	440	Artificial Intelligence	Q3,Q4
460a78dc-cb97-43e7-adbf-e349c1d3fdc3	8debfc2d-b30e-4c0a-acde-87e65d56cb12	illinois.edu	Spring 2020	lec30 - Reinforcement Learning April 10, 2020	Computer Science	CS	440	Artificial Intelligence	Q3,Q4
460a78dc-cb97-43e7-adbf-e349c1d3fdc3	8debfc2d-b30e-4c0a-acde-87e65d56cb12	illinois.edu	Spring 2020	lec30 - Reinforcement Learning April 10, 2020	Electrical and Computer Engineering	ECE	448	Artificial Intelligence	Q3,Q4
460f1940-1b06-4522-b26f-3b27d979be7d	a7430e23-4dd1-4849-8ab1-215dd0709b13	illinois.edu	Fall 2020	Lecture 7 Resistors in Circuits - Schmitz September 16, 2020	Electrical and Computer Engineering	ECE	110	Introduction to Electronics	ALL
461633b2-3f49-45bc-9921-6c489b272c71	c839d2b6-637a-41c9-a61c-76d55bf2d1ee	illinois.edu	Spring 2021	Quiz 7 review October 09, 2020	Computer Science	CS	233	Computer Architecture	AL1/AL2/ALP/ALR
4619357e-11a0-4e85-9464-363eea65d457	5433d2ed-2585-409e-ad39-b6c8c71d94aa	illinois.edu	Fall 2019	CS 173-AL1 October 14, 2019	Computer Science	CS	173	Discrete Structures	AL1/2
46218024-12c6-4cd8-b5f7-2f69ee01331b	23b13ece-7874-41d0-8f68-26c8eaf00608	illinois.edu	Spring 2021	Point Plots	Statistics	STAT	212	Biostatistics	ALL
462af141-1561-4194-a1cc-0550e384b2e4	79491d15-fefb-4f1d-a30e-69cd619c061c	illinois.edu	Fall 2020	CS/ECE 374 Discussion BYB 09/02 10-11 September 02, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
46302126-3909-45ff-a1f3-26d00617f54d	32ffb303-cb52-4816-9346-97e82718e39b	illinois.edu	Fall 2020	UIUC CS 374 FA 20: 23.1.2. SAT is NP-Complete	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
463f705c-0f11-458b-8452-7c2a232b6f10	d39b7868-bcda-4c38-a454-7a3cf5962e66	illinois.edu	Fall 2021		Computer Science	CS	241	System Programming	AL1
464217b4-0731-4a10-a205-83b26f3a0e80	d8b454bd-0df1-4b69-84bb-3e089943a29f	illinois.edu	Spring 2021	ADV476 Week 10: Global PR intro March 29, 2021	Advertising	ADV	476	Global Advertising 	B
46450a9d-65d3-400f-aee9-24cdebe5be9e	6ed60140-2633-41e1-9f2b-d559be57cfe1	illinois.edu	Spring 2021	ADV476 Week 1: Lecture 1_Spring 2021 January 23, 2021	Advertising	ADV	476	Global Advertising 	B
464ec873-5295-4e24-ba38-0de8769d3b93	95028285-9c38-4025-b99c-61532347a114	illinois.edu	Fall 2021	CS241-Lec18-Q04	Computer Science	CS	241	System Programming	AL1
4652ea2e-8880-4d97-bd9f-22c46c3ec5a6	7d24d8de-8950-40a6-9722-6f21951425ba	illinois.edu	Fall 2020	UIUC CS 374 FA 20: 13.5. How to come up with dynamic programming algorithms: Summary	Computer Science	CS	374	Introduction to Algorithms & Models of Computation	ANY
4657a8fd-6ba5-4cab-b2d0-a9dc25db1715	ad36acfc-4495-42ab-9949-213b47979125	illinois.edu	Spring 2021	STAT 510 /// All of Statistics	Statistics	STAT	510	Mathematical Statistics I	A1
4657a8fd-6ba5-4cab-b2d0-a9dc25db1715	ad36acfc-4495-42ab-9949-213b47979125	illinois.edu	Spring 2021	STAT 510 /// All of Statistics	Statistics	STAT	107	Mathematical Statistics I	A1
46683042-7b3a-452b-8033-eae3b80b1abd	84f01d34-d296-4db3-a638-f24443a9f3db	illinois.edu	Spring 2020	CS 241-AL1 October 01, 2018	Computer Science	CS	000	Test Course	AB
46683042-7b3a-452b-8033-eae3b80b1abd	84f01d34-d296-4db3-a638-f24443a9f3db	illinois.edu	Spring 2020	CS 241-AL1 October 01, 2018	Electrical and Computer Engineering	ECE	428	Test Course	AB
46683042-7b3a-452b-8033-eae3b80b1abd	84f01d34-d296-4db3-a638-f24443a9f3db	illinois.edu	Spring 2020	CS 241-AL1 October 01, 2018	Computer Science	CS	425	Test Course	AB
4675bcdc-930f-4e8f-bcf1-5baea25f1628	d881020c-094d-402e-a51e-02a620af4a22	illinois.edu	Fall 2021	CS241-Lec27-Q06	Computer Science	CS	241	System Programming	AL1
4676762f-26cf-45a0-9a67-65905f666961	90f3a6f1-b739-4880-985e-1b057a78479c	illinois.edu	Summer 2020	CS 225-AL2 November 20, 2019	Computer Science	CS	225	Data Structures	AL1/AL2
469f233b-4ca2-4734-80ba-13bc3780319a	1e5f4f6a-7a40-4f04-8a2d-7310191130c9	illinois.edu	Spring 2021	Ch16   Comparing Quality Criterion I	Statistics	STAT	420	Calculus-based coverage of linear modeling	3&4
46b8cf54-548b-4b97-b87c-a6271cdf3898	c3b5de56-a3cb-4b60-ad11-1c341c6c9760	illinois.edu	Spring 2020	BIOE 201 September 10, 2020	Bioengineering	BIOE	000	EPUB Creation	AL0
46d738b3-f1ab-4400-a64d-55474f51875f	0c10662e-ca5f-40f8-99b0-827839695cb1	illinois.edu	Fall 2021	CS241-Lec02-Q05	Computer Science	CS	241	System Programming	AL1
46d9d6b1-f360-4fc2-b7e2-bd74e3953cf8	fbcee2f7-5fdd-45a6-aad6-503520de6ed8	illinois.edu	Fall 2021	video07-week-three.mp4	Statistics	STAT	447	Data Science Programming Methods	DSPM
46ecc0a0-02ee-4f84-8689-12162b6e9d3e	c9784174-d214-40b9-9b5e-fac934bb180a	illinois.edu	Summer 2020	CS 225-AL1 March 04, 2020	Computer Science	CS	225	Data Structures	AL1/AL2
46ed14bf-2a23-428d-884f-60e19a771bae	3105fc3c-4368-46b2-a31f-d4033ae86365	illinois.edu	Fall 2020	Taylor Series Approximations September 15, 2020	Computer Science	CS	357	Numerical Methods 1	M,N
46fa0768-f117-4946-87cc-e23e6363d0b5	97895438-4ac4-4264-9852-b9a8397d264f	illinois.edu	Spring 2021	CS 225 Lecture 2021-02-22 February 22, 2021	Computer Science	CS	225	Data Structures	AL1
46ff3793-582a-4524-9802-53036e358a81	ff72df5e-a021-4c62-863c-43f1bf01956d	illinois.edu	Fall 2020	CS 446/ECE 449; Lecture 16 October 28, 2020	Computer Science	CS	446	Machine Learning	ALL
47095773-da35-493f-8efc-08998de27c6d	759e2929-2370-44db-a5b7-b0eefce1bce2	illinois.edu	Summer 2020	CS 173 SU20 AL1 Lecture 18a: Intro to NP July 20, 2020	Computer Science	CS	173	Discrete Structures	AL1
4710290e-7846-4bed-8d28-da6e18754aea	6b8960b3-272a-4317-b1bb-d9b0b70cfd09	illinois.edu	Fall 2019	CS 233-AL1 October 30, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
471c508f-a137-4e6d-be5a-7c3186c03b28	63b9551c-65cc-47b1-93b2-45eb306769ec	illinois.edu	Spring 2020	CS 473-AL1 February 12, 2020	Computer Science	CS	473	Algorithms	All
4728dfb4-dc4b-41a5-baee-897578c41286	fbbeed04-6b6f-4cf1-9904-912a5492e1db	illinois.edu	Spring 2021	Ch3   Methods of Sampling	Statistics	STAT	212	Biostatistics	ALL
47331d2c-b878-4459-8f81-3a0d92c38eb6	ce16ca22-5cb3-4b6c-98b9-50f7d377018c	illinois.edu	Spring 2020	Kenya	Business Administration	BADM	584	Global Marketing	BADM584
47331d2c-b878-4459-8f81-3a0d92c38eb6	ce16ca22-5cb3-4b6c-98b9-50f7d377018c	illinois.edu	Spring 2020	Kenya	Advertising	ADV	476	Global Advertising	ADV476 Global Advertising
47331d2c-b878-4459-8f81-3a0d92c38eb6	ce16ca22-5cb3-4b6c-98b9-50f7d377018c	illinois.edu	Spring 2021	ADV476: Week 12 Focus on Kenya April 10, 2021	Advertising	ADV	476	Global Advertising 	B
473a1e31-c588-4e36-ad65-da2040c9e68b	ca622161-0285-444c-bdc7-f2c70e35e278	illinois.edu	Fall 2020	Lecture 8 - Burrows Wheeler Transform	Computer Science	CS	296	Honors Data Structures	25
475d85b0-146b-4771-ae37-6c5c977722c3	25f510b7-1d1b-4afd-b60f-b3cdaeca4ae2	illinois.edu	Spring 2019	CS 450-B3 April 24, 2019	Computer Science	CS	450	Numerical Analysis	B3
47800fe2-65b9-4057-8703-fee3a04f186a	5b02b305-b269-4ba1-8283-877b9ad0df08	illinois.edu	Fall 2020	Beta Coefficient Part 2 October 05, 2020	Publishing	PUB	000	Publishing	FIN500
4781bccf-81c7-445d-a78c-983880c8881b	b55d529f-9cfd-4b06-941c-ce91360f31e5	illinois.edu	Fall 2020	CS 446/ECE 449; Lecture 13 October 16, 2020	Computer Science	CS	446	Machine Learning	ALL
478b5374-c79a-40d4-8590-45a08dcaf833	70287fe9-f2fd-425c-a430-34b4389e6255	illinois.edu	Fall 2020	STAT 430 - FDL, Fall 2020: Beginner Python Coding	Statistics	STAT	430	Fundamentals of Deep Learning	JJB
479e16f7-dcba-47c1-af88-d9c75e6dfce5	930c0291-95ce-46d9-92a1-daafd858d6ad	illinois.edu	Fall 2020	CS/ECE 374 Fall 2020 Lab ADH: 2-3pm December 04, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
479e3e17-233e-4a42-a86f-4378582cc848	67511501-9d57-489a-8d83-c56c75f8bfaa	illinois.edu	Spring 2020	BADM584 Lecture 9 Part 2	Business Administration	BADM	584	Global Marketing	BADM584
47a0f29a-d966-4306-89ff-7deab0d86482	630a7097-b7a8-4ead-9fe8-28a6cb3b7ac4	illinois.edu	Spring 2021	Solution session, 2020-11-10 November 10, 2020	Computer Science	CS	101	Introduction to Computing for Engineers and Scientists	AL1
47ac4b53-2455-48e5-91e4-b2ee679060e0	f21cb970-d698-4bf2-ae82-669eeef58c74	illinois.edu	Spring 2020	01-31	Computer Science	CS	473	Algorithms	All
47b934c2-ba52-4ece-a6fd-d8af81612c8b	ee33d1f4-f907-4d18-b0f3-b1f1538c4541	illinois.edu	Spring 2021	ADV476: Week 10: Crisis Communications - Global PR - Coca Cola by country March 28, 2021	Advertising	ADV	476	Global Advertising 	B
47b934c2-ba52-4ece-a6fd-d8af81612c8b	ee33d1f4-f907-4d18-b0f3-b1f1538c4541	illinois.edu	Spring 2020	Crisis-Coca Cola by country (tainting in Belgium) - watch for April 1 March 28, 2020	Advertising	ADV	476	Global Advertising	ADV476 Global Advertising
47bcc73b-6080-4369-bc85-c56efe108a38	c3ab532e-d514-4f8a-9efe-b7b2aecc2863	illinois.edu	Spring 2020	ECE 110-AL1 October 02, 2019	Electrical and Computer Engineering	ECE	110	Introduction to Electronics	AL2
47c1276d-338e-460b-bb05-80cece9ef3a4	570a9a9f-bb70-4cc1-8b73-a0ccf99a3339	illinois.edu	Fall 2020	10/7 - Backtracking October 07, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
47c8eea7-a7cd-4ddd-b18a-bc35734429f0	e00ee73a-bf1f-4986-9530-3d1c2d16aa1b	illinois.edu	Summer 2020	CS 173 SU20 AL1 Lecture 10b: Induction, Episode IV, Part b July 02, 2020	Computer Science	CS	173	Discrete Structures	AL1
47cd41e0-021f-4cfb-9ca4-725e5f919983	870e784e-e25c-4680-8808-d28fead78a48	illinois.edu	Fall 2020	CS374-ADC: Discussion 6A, Wednesday, September 30th September 30, 2020	Computer Science	CS	374	(Live)Introduction to Algorithms & Models of Computation	Live
47d2984d-37c8-42d7-ae33-45b06c28a70d	12474f40-c0db-452d-8964-a151d67527cb	illinois.edu	Spring 2021	2021_Illinois_CS_Visit_Days_Tour_SiebelCenter_EngineeringQuad 2.mp4	Computer Science	CS	600	Illinois CS Visit Days	ALL
47da578b-a1b1-46c3-8ba8-f5c0321759c6	5ce16887-1dfc-42ae-a4e9-62ccf4fae809	illinois.edu	Spring 2019	CS 125 Spring 2019: Mon 2.4.2019. More Dimensions	Computer Science	CS	125	Intro to Computer Science	AL2
47e0919d-4e6b-4b4b-acab-701487bb3908	8cecd824-1220-49cd-9a4e-04c9e0233161	illinois.edu	Fall 2019	CS 446-D4 September 18, 2019	Computer Science	CS	446	Machine Learning	D4
48165f0d-56e2-4f9f-931f-2a6fc8a8525a	dfbb9682-32a5-454a-b904-e778b6f51b4e	illinois.edu	Fall 2020	Secant Method October 16, 2020	Computer Science	CS	357	Numerical Methods 1	M,N
481f716f-8eff-47b3-b006-af56fe84a968	79eaff1b-f9da-4e79-a2d9-f0e61cd12581	illinois.edu	Fall 2020	Series and Parallel Examples August 04, 2020	Electrical and Computer Engineering	ECE	110	Introduction to Electronics	ALL
4839b8df-4ad1-44e3-b782-ce5b763e739d	7649adb4-7b67-4149-8a84-d4a4324e8583	illinois.edu	Fall 2021	GMT20210826-155916_Recording_1920x1080	Computer Science	CS	498	Game Development	GD1
484265ef-2b8f-43ab-a54c-bd89c2f90a1a	6b8960b3-272a-4317-b1bb-d9b0b70cfd09	illinois.edu	Fall 2019	CS 233-AL1 October 30, 2019	Computer Science	CS	233	Computer Systems	AL1/AL2
4866332f-705a-4695-aeb3-933d09835db1	890c4517-c501-42a0-bc32-3b3fccb4760e	illinois.edu	Fall 2019	CS 361-AL1 September 03, 2019	Computer Science	CS	361	Prob & Stat for Computer Sci	AL1
4866b7a1-f69a-4a41-8a0e-66dd6a3891a1	1d5811f3-4e3d-4763-b07e-e34f514e80ae	illinois.edu	Spring 2021	Ch7   Introducing Confidence Intervals	Statistics	STAT	212	Biostatistics	ALL
48679a31-7415-4a2d-8bbd-f1a7e88f6b9f	0b8168e0-1ded-4e5f-abe1-13f1a725fcbd	illinois.edu	Fall 2020	ASWR, Ch14: Variance Stabilizing Transformations	Statistics	STAT	420	Methods of Applied Statistics	ALL
