sentence	source	start
we will explore this in more depth in our chapter on memory allocation. this area is also writable but not executable. one can run out of heap memory if the system is constrained or if a program run out of addresses, a phenomenon that is more common on a 32-bit system.	memory	53
we will explore this in more depth in our chapter on memory allocation. this area is also writable but not executable. one can run out of heap memory if the system is constrained or if a program run out of addresses, a phenomenon that is more common on a 32-bit system.	heap memory	138
we will explore this in more depth in our chapter on memory allocation. this area is also writable but not executable. one can run out of heap memory if the system is constrained or if a program run out of addresses, a phenomenon that is more common on a 32-bit system.	system	157
we will explore this in more depth in our chapter on memory allocation. this area is also writable but not executable. one can run out of heap memory if the system is constrained or if a program run out of addresses, a phenomenon that is more common on a 32-bit system.	memory allocation	53
 a data segment this segment contains two parts, an initialized data segment, and an uninitialized segment. furthermore, the initialized data segment is divided into a readable and writable section.	section	190
this section starts at the end of the text segment and starts at a constant size because the number of globals is known at compile time. the end of the data segment is called the program break and can be extended via the use of brk / sbrk.	this section	0
this section starts at the end of the text segment and starts at a constant size because the number of globals is known at compile time. the end of the data segment is called the program break and can be extended via the use of brk / sbrk.	section	5
this section is writable [10, p. 124]. most notably, this section contains variables that were initialized with a static initializer, as follows:	this section	0
this section is writable [10, p. 124]. most notably, this section contains variables that were initialized with a static initializer, as follows:	section	5
– uninitialized data segment / bss bss stands for an old assembler operator known as block started by symbol.	block	85
this variable will be zeroed; otherwise, we would have a security risk involving isolation from other processes. they get put in a different section to speed up process start up time. this section starts at the end of the data segment and is also static in size because the amount of globals is known at compile time. currently, both the initialized and bss data segments are combined and referred to as the data segment [10, p. 124], despite being somewhat different in purpose.	this section	184
this variable will be zeroed; otherwise, we would have a security risk involving isolation from other processes. they get put in a different section to speed up process start up time. this section starts at the end of the data segment and is also static in size because the amount of globals is known at compile time. currently, both the initialized and bss data segments are combined and referred to as the data segment [10, p. 124], despite being somewhat different in purpose.	section	141
 a text segment this is where all executable instructions are stored, and is readable (function pointers) but not writable.	pointer	96
the program counter moves through this segment executing instructions one after the other. it is important to note that this is the only executable section of the program, by default. if a program’s code while it’s running, the program most likely will segfault. there are ways around it, but we will not be exploring these in this course. why doesn’t it always start at zero? this is because of a security feature called address space layout randomization. the reasons for and explanation about this is outside the scope of this class, but it is good to know about its existence. having said that, this address can be made constant, if a program is compiled with the debug flag.	code	199
the program counter moves through this segment executing instructions one after the other. it is important to note that this is the only executable section of the program, by default. if a program’s code while it’s running, the program most likely will segfault. there are ways around it, but we will not be exploring these in this course. why doesn’t it always start at zero? this is because of a security feature called address space layout randomization. the reasons for and explanation about this is outside the scope of this class, but it is good to know about its existence. having said that, this address can be made constant, if a program is compiled with the debug flag.	address	422
the program counter moves through this segment executing instructions one after the other. it is important to note that this is the only executable section of the program, by default. if a program’s code while it’s running, the program most likely will segfault. there are ways around it, but we will not be exploring these in this course. why doesn’t it always start at zero? this is because of a security feature called address space layout randomization. the reasons for and explanation about this is outside the scope of this class, but it is good to know about its existence. having said that, this address can be made constant, if a program is compiled with the debug flag.	section	148
heap data text figure 4.1: process address space	address	35
to keep track of all these processes, your operating system gives each process a number called the process id (pid). processes are also given the pid of their parent process, called parent process id (ppid). every process has a parent, that parent could be init.d.	system	53
processes could also contain the following information:  running state - whether a process is getting ready, running, stopped, terminated, etc. (more on this is covered in the chapter on scheduling).	the following	29
processes could also contain the following information:  running state - whether a process is getting ready, running, stopped, terminated, etc. (more on this is covered in the chapter on scheduling).	a process	81
there are tricks to make a program take a different user than who started the program i.e. sudo takes a program that a user starts and executes it as root. more specifically, a process has a real user id (identifies the owner of the process), an effective user id (used for non-privileged users trying to access files only accessible by superusers), and a saved user id (used when privileged users perform non-privileged actions).	a process	175
 arguments - a list of strings that tell your program what parameters to run under.	string	23
 arguments - a list of strings that tell your program what parameters to run under.	parameter	59
 environment variables - a list of key-value pair strings in the form name=value that one can modify. these are often used to specify paths to libraries and binaries, program configuration settings, etc.	string	50
according to the posix specification, a process only needs a thread and address space, but most kernel developers and users know that only these aren’t enough [6].	thread	61
according to the posix specification, a process only needs a thread and address space, but most kernel developers and users know that only these aren’t enough [6].	address	72
according to the posix specification, a process only needs a thread and address space, but most kernel developers and users know that only these aren’t enough [6].	a process	38
according to the posix specification, a process only needs a thread and address space, but most kernel developers and users know that only these aren’t enough [6].	a thread	59
process forking is a powerful and dangerous tool. if you make a mistake resulting in a fork bomb, you can bring down an entire system. to reduce the chances of this, limit your maximum number of processes to a small number e.g. 40 by typing ulimit -u 40 into a command line. note, this limit is only for the user, which means if you fork bomb, then you won’t be able to kill all created process since calling killall requires your shell to fork(). quite unfortunate. one solution is to spawn another shell instance as another user (for example root) beforehand and kill processes from there.	system	127
process forking is a powerful and dangerous tool. if you make a mistake resulting in a fork bomb, you can bring down an entire system. to reduce the chances of this, limit your maximum number of processes to a small number e.g. 40 by typing ulimit -u 40 into a command line. note, this limit is only for the user, which means if you fork bomb, then you won’t be able to kill all created process since calling killall requires your shell to fork(). quite unfortunate. one solution is to spawn another shell instance as another user (for example root) beforehand and kill processes from there.	process forking	0
finally, you could reboot the system, but you only have one shot at this with the exec function.	system	30
when testing fork() code, ensure that you have either root and/or physical access to the machine involved. if you must work on fork() code remotely, remember that kill -9 -1 will save you in the event of an emergency. fork can be extremely dangerous if you aren’t prepared for it. you have been warned.	code	20
the fork system call clones the current process to create a new process, called a child process. this occurs by duplicating the state of the existing process with a few minor differences.	system	9
 just as a side remark, in older unix systems, the entire address space of the parent process was directly copied regardless of whether the resource was modified or not. the current behavior is for the kernel to perform a copy-on-write, which saves a lot of resources, while being time efficient [7, copy-on-write section].	resources	258
 just as a side remark, in older unix systems, the entire address space of the parent process was directly copied regardless of whether the resource was modified or not. the current behavior is for the kernel to perform a copy-on-write, which saves a lot of resources, while being time efficient [7, copy-on-write section].	address	58
 just as a side remark, in older unix systems, the entire address space of the parent process was directly copied regardless of whether the resource was modified or not. the current behavior is for the kernel to perform a copy-on-write, which saves a lot of resources, while being time efficient [7, copy-on-write section].	system	38
 just as a side remark, in older unix systems, the entire address space of the parent process was directly copied regardless of whether the resource was modified or not. the current behavior is for the kernel to perform a copy-on-write, which saves a lot of resources, while being time efficient [7, copy-on-write section].	section	314
printf("this line twice!\n");	printf	0
here is a simple example of this address space cloning. the following program may print out 42 twice - but the fork() is after the printf!? why?	the following	56
here is a simple example of this address space cloning. the following program may print out 42 twice - but the fork() is after the printf!? why?	address	33
here is a simple example of this address space cloning. the following program may print out 42 twice - but the fork() is after the printf!? why?	printf	131
#include <unistd.h> /*fork declared here*/ #include <stdio.h> /* printf declared here*/ int main() {	printf	65
int answer = 84 >> 1; printf("answer: %d", answer); fork(); return 0; }	printf	22
the printf line is executed only once however notice that the printed contents are not flushed to standard out. there’s no newline printed, we didn’t call fflush, or change the buffering mode. the output text is therefore still in process memory waiting to be sent. when fork() is executed the entire process memory is duplicated including the buffer. thus, the child process starts with a non-empty output buffer which may be flushed when the program exits. we say may because the contents may be unwritten given a bad program exit as well.	memory	239
the printf line is executed only once however notice that the printed contents are not flushed to standard out. there’s no newline printed, we didn’t call fflush, or change the buffering mode. the output text is therefore still in process memory waiting to be sent. when fork() is executed the entire process memory is duplicated including the buffer. thus, the child process starts with a non-empty output buffer which may be flushed when the program exits. we say may because the contents may be unwritten given a bad program exit as well.	printf	4
to write code that is different for the parent and child process, check the return value of fork(). if fork() returns -1, that implies something went wrong in the process of creating a new child. one should check the value stored in errno to determine what kind of error occurred. common errors include eagain and enoent which are essentially "try again – resource temporarily unavailable", and "no such file or directory".	code	9
while (--argc && (id=fork())) { waitpid(id,&status,0); /* wait for child*/ } printf("%d:%s\n", argc, argv[argc]); return 0; }	printf	77
another example is below. this is the amazing parallel apparent-o(n) sleepsort is today’s silly winner. first published on 4chan in 2011. a version of this awful but amusing sorting algorithm is shown below. this sorting algorithm may fail to produce the correct output.	sleepsort	69
int main(int c, char **v) { while (--c > 1 && !fork()); int val = atoi(v[c]); sleep(val); printf("%d\n", val); return 0; }	printf	90
figure 4.2: timing of sorting 1, 3, 2, 4 the algorithm isn’t actually o(n) because of how the system scheduler works. in essence, this program outsources the actual sorting to the operating system.	system	94
a ‘fork bomb’ is what we warned you about earlier. this occurs when there is an attempt to create an infinite number of processes. this will often bring a system to a near-standstill, as it attempts to allocate cpu time and memory to a large number of processes that are ready to run. system administrators don’t like them and may set upper limits on the number of processes each user can have, or revoke login rights because they create disturbances in the force for other users’ programs. a program can limit the number of child processes created by using setrlimit().	memory	224
a ‘fork bomb’ is what we warned you about earlier. this occurs when there is an attempt to create an infinite number of processes. this will often bring a system to a near-standstill, as it attempts to allocate cpu time and memory to a large number of processes that are ready to run. system administrators don’t like them and may set upper limits on the number of processes each user can have, or revoke login rights because they create disturbances in the force for other users’ programs. a program can limit the number of child processes created by using setrlimit().	system	155
a signal can be thought of as a software interrupt. this means that a process that receives a signal stops the execution of the current program and makes the program respond to the signal.	a process	68
there are various signals defined by the operating system, two of which you may already know: sigsegv and sigint. the first is caused by an illegal memory access, and the second is sent by a user wanting to terminate a	memory	148
there are various signals defined by the operating system, two of which you may already know: sigsegv and sigint. the first is caused by an illegal memory access, and the second is sent by a user wanting to terminate a	system	51
a signal has four stages in its life cycle: generated, pending, blocked, and received state. these refer to when a process generates a signal, the kernel is about to deliver a signal, the signal is blocked, and when the kernel delivers a signal, each of which requires some time to complete. read more in the introduction to the signals chapter.	a process	113
a signal has four stages in its life cycle: generated, pending, blocked, and received state. these refer to when a process generates a signal, the kernel is about to deliver a signal, the signal is blocked, and when the kernel delivers a signal, each of which requires some time to complete. read more in the introduction to the signals chapter.	block	64
4. the process will be created with one thread (more on that later. the general consensus is to not create processes and threads at the same time).	thread	40
5. since we have copy on write (cow), read-only memory addresses are shared between processes.	address	55
5. since we have copy on write (cow), read-only memory addresses are shared between processes.	memory	48
6. if a program sets up certain regions of memory, they can be shared between processes.	memory	43
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	a struct	282
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	the following	592
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	a filesystem	317
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	a process	514
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	system	323
there are some tricky edge cases when it comes to using file and forking. first, we have to make a technical distinction. a file description is the struct that a file descriptor points to. file descriptors can point to many different structs, but for our purposes, they’ll point to a struct that represents a file on a filesystem. this file description contains elements like paths, how far the descriptor has read into the file, etc. a file descriptor points to a file description. this is important because when a process is forked, only the file descriptor is cloned, not the description. the following snippet contains only one description.	snippet	606
one process will read one part of the file, the other process will read another part of the file. in the following example, there are two descriptions caused by two different file handles.	the following	101
take a look at this code, what does it do?	code	20
size_t buffer_cap = 0; char * buffer = null; ssize_t nread; file * file = fopen("test.txt", "r"); int count = 0; while((nread = getline(&buffer, &buffer_cap, file) != -1) { printf("%s", buffer); if(fork() == 0) { exit(0); } wait(null); }	printf	173
5. if the file descriptor is prepared, it must unactive in the parent process if the child process is using it or vice versa. a process is using it if it is read or written or if that process for whatever reason calls exit. if a process uses it when the other process is as well, the whole application’s behavior is undefined.	a process	126
so how would we fix the code? we would have to flush the file before forking and refrain from using it until after the wait call – more on the specifics of this next section.	code	24
so how would we fix the code? we would have to flush the file before forking and refrain from using it until after the wait call – more on the specifics of this next section.	section	166
size_t buffer_cap = 0; char * buffer = null; ssize_t nread; file * file = fopen("test.txt", "r"); int count = 0; while((nread = getline(&buffer, &buffer_cap, file) != -1) { printf("%s", buffer);	printf	173
if the parent process wants to wait for the child to finish, it must use waitpid (or wait), both of which wait for a child to change process states, which can be one of the following: 1. the child terminated 2. the child was stopped by a signal 3. the child was resumed by a signal note that waitpid can be set to be non-blocking, which means they will return immediately, letting a program know if the child has exited.	the following	169
if the parent process wants to wait for the child to finish, it must use waitpid (or wait), both of which wait for a child to change process states, which can be one of the following: 1. the child terminated 2. the child was stopped by a signal 3. the child was resumed by a signal note that waitpid can be set to be non-blocking, which means they will return immediately, letting a program know if the child has exited.	block	321
wait is a simpler version of waitpid. wait accepts a pointer to an integer and waits on any child process.	pointer	53
2. the last parameter to waitpid is an option parameter. the options are listed below: 3. wnohang - return whetherthe searched process has exited 4. wnowait - wait, but leave the child wait-able by another wait call 5. wexited - wait for exited children 6. wstopped - wait for stopped children 7. wcontinued - wait for continued children exit statuses or the value stored in the integer pointer for both of the calls above are explained below.	parameter	12
2. the last parameter to waitpid is an option parameter. the options are listed below: 3. wnohang - return whetherthe searched process has exited 4. wnowait - wait, but leave the child wait-able by another wait call 5. wexited - wait for exited children 6. wstopped - wait for stopped children 7. wcontinued - wait for continued children exit statuses or the value stored in the integer pointer for both of the calls above are explained below.	pointer	387
a process can only have 256 return values, the rest of the bits are informational, and the information is extracted with bit shifting. however, the kernel has an internal way of keeping track of signaled, exited, or stopped processes. this api is abstracted so that that the kernel developers are free to change it at will. remember: these macros only make sense if the precondition is met. for example, a process’ exit status won’t be defined if the process isn’t signaled. the macros will not do the checking for the program, so it’s up to the programmer to make sure the logic is correct. as an example above, the program should use the wifstopped to check if a process was stopped and then the wstopsig to find the signal that stopped it. as such, there is no need to memorize the following. this is a high-level overview of how information is stored inside the status variables. from the sys/wait.h of an old berkeley standard distribution(bsd) kernel [1]:	the following	781
a process can only have 256 return values, the rest of the bits are informational, and the information is extracted with bit shifting. however, the kernel has an internal way of keeping track of signaled, exited, or stopped processes. this api is abstracted so that that the kernel developers are free to change it at will. remember: these macros only make sense if the precondition is met. for example, a process’ exit status won’t be defined if the process isn’t signaled. the macros will not do the checking for the program, so it’s up to the programmer to make sure the logic is correct. as an example above, the program should use the wifstopped to check if a process was stopped and then the wstopsig to find the signal that stopped it. as such, there is no need to memorize the following. this is a high-level overview of how information is stored inside the status variables. from the sys/wait.h of an old berkeley standard distribution(bsd) kernel [1]:	a process	0
there is a convention about exit codes. if the process exited normally and everything was successful, then a zero should be returned. beyond that, there aren’t too many widely accepted conventions. if a program specifies return codes to mean certain conditions, it may be able to make more sense of the 256 error codes. for example, a program could return 1 if the program went to stage 1 (like writing to a file) 2 if it did something else, etc.	code	33
it is good practice to wait on your process’ children. if a parent doesn’t wait on your children they become, what are called zombies. zombies are created when a child terminates and then takes up a spot in the kernel process table for your process. the process table keeps track of the following information about a process: pid, status, and how it was killed. the only way to get rid of a zombie is to wait on your children. if a long-running parent never waits for your children, it may lose the ability to fork.	the following	283
it is good practice to wait on your process’ children. if a parent doesn’t wait on your children they become, what are called zombies. zombies are created when a child terminates and then takes up a spot in the kernel process table for your process. the process table keeps track of the following information about a process: pid, status, and how it was killed. the only way to get rid of a zombie is to wait on your children. if a long-running parent never waits for your children, it may lose the ability to fork.	a process	315
having said that, a program doesn’t always need to wait for your children! your parent process can continue to execute code without having to wait for the child process. if a parent dies without waiting on its children, a process can orphan its children. once a parent process completes, any of its children will be assigned to init - the first process, whose pid is 1. therefore, these children would see getppid() return a value of 1. these orphans will eventually finish and for a brief moment become a zombie. the init process automatically waits for all of its children, thus removing these zombies from the system.	code	119
having said that, a program doesn’t always need to wait for your children! your parent process can continue to execute code without having to wait for the child process. if a parent dies without waiting on its children, a process can orphan its children. once a parent process completes, any of its children will be assigned to init - the first process, whose pid is 1. therefore, these children would see getppid() return a value of 1. these orphans will eventually finish and for a brief moment become a zombie. the init process automatically waits for all of its children, thus removing these zombies from the system.	a process	220
having said that, a program doesn’t always need to wait for your children! your parent process can continue to execute code without having to wait for the child process. if a parent dies without waiting on its children, a process can orphan its children. once a parent process completes, any of its children will be assigned to init - the first process, whose pid is 1. therefore, these children would see getppid() return a value of 1. these orphans will eventually finish and for a brief moment become a zombie. the init process automatically waits for all of its children, thus removing these zombies from the system.	system	613
warning: this section uses signals which are partially introduced. the parent gets the signal sigchld when a child completes, so the signal handler can wait for the process. a slightly simplified version is shown below.	this section	9
warning: this section uses signals which are partially introduced. the parent gets the signal sigchld when a child completes, so the signal handler can wait for the process. a slightly simplified version is shown below.	section	14
1. more than one child may have finished but the parent will only get one sigchld signal (signals are not queued) 2. sigchld signals can be sent for other reasons (e.g. a child process has temporarily stopped) 3. it uses the deprecated signal code, instead of the more portable sigaction.	code	243
a more robust code to reap zombies is shown below.	code	14
to make the child process execute another program, use one of the exec functions after forking. the exec set of functions replaces the process image with that of the specified program. this means that any lines of code after the exec call are replaced with those of the executed program. any other work a program wants the child process to do should be done before the exec call. the naming schemes can be shortened mnemonically.	code	214
1. e – an array of pointers to environment variables is explicitly passed to the new process image.	pointer	19
4. v – command-line arguments are passed to the function as an array (vector) of pointers.	pointer	81
an example of this code is below. this code executes ls	code	19
<unistd.h> <sys/types.h> <sys/wait.h> <stdlib.h> <stdio.h>	type	16
try to decode the following example	the following	14
try to decode the following example	code	9
the example writes "captain’s log" to a file then prints everything in /usr/include to the same file. there’s no error checking in the above code (we assume close, open, chdir etc. work as expected).	code	141
posix details all of the semantics that exec needs to cover [3]. note the following 1. file descriptors are preserved after an exec. that means if a program open a file and doesn’t to close it, it remains open in the child. this is a problem because usually the child doesn’t know about those file descriptors. nevertheless, they take up a slot in the file descriptor table and could possibly prevent other processes from accessing the file. the one exception to this is if the file descriptor has the close-on-exec flag set (o_cloexec) – we will go over setting flags later.	the following	70
3. environment variables are preserved unless using an environ version of exec 4. the operating system may open up 0, 1, 2 – stdin, stdout, stderr, if they are closed after exec, most of the time they leave them closed.	system	96
system pre-packs the above code [9, p. 371]. the following is a snippet of how to use system.	the following	45
system pre-packs the above code [9, p. 371]. the following is a snippet of how to use system.	code	27
system pre-packs the above code [9, p. 371]. the following is a snippet of how to use system.	system	0
system pre-packs the above code [9, p. 371]. the following is a snippet of how to use system.	snippet	64
the system call will fork, execute the command passed by parameter and the original parent process will wait for this to finish. this also means that system is a blocking call. the parent process can’t continue until the process started by system exits. also, system actually creates a shell that is then given the string, which is more overhead than using exec directly. the standard shell will use the path environment variable to search for a filename that matches the command. using system will usually be sufficient for many simple run-this-command problems but can quickly become limiting for more complex or subtle problems, and it hides the mechanics of the fork-exec-wait pattern, so we encourage you to learn and use fork exec and waitpid instead. it also tends to be a huge security risk. by allowing someone to access a shell version of the environment, the program can run into all sorts of problems:	a shell	284
the system call will fork, execute the command passed by parameter and the original parent process will wait for this to finish. this also means that system is a blocking call. the parent process can’t continue until the process started by system exits. also, system actually creates a shell that is then given the string, which is more overhead than using exec directly. the standard shell will use the path environment variable to search for a filename that matches the command. using system will usually be sufficient for many simple run-this-command problems but can quickly become limiting for more complex or subtle problems, and it hides the mechanics of the fork-exec-wait pattern, so we encourage you to learn and use fork exec and waitpid instead. it also tends to be a huge security risk. by allowing someone to access a shell version of the environment, the program can run into all sorts of problems:	string	315
the system call will fork, execute the command passed by parameter and the original parent process will wait for this to finish. this also means that system is a blocking call. the parent process can’t continue until the process started by system exits. also, system actually creates a shell that is then given the string, which is more overhead than using exec directly. the standard shell will use the path environment variable to search for a filename that matches the command. using system will usually be sufficient for many simple run-this-command problems but can quickly become limiting for more complex or subtle problems, and it hides the mechanics of the fork-exec-wait pattern, so we encourage you to learn and use fork exec and waitpid instead. it also tends to be a huge security risk. by allowing someone to access a shell version of the environment, the program can run into all sorts of problems:	block	162
the system call will fork, execute the command passed by parameter and the original parent process will wait for this to finish. this also means that system is a blocking call. the parent process can’t continue until the process started by system exits. also, system actually creates a shell that is then given the string, which is more overhead than using exec directly. the standard shell will use the path environment variable to search for a filename that matches the command. using system will usually be sufficient for many simple run-this-command problems but can quickly become limiting for more complex or subtle problems, and it hides the mechanics of the fork-exec-wait pattern, so we encourage you to learn and use fork exec and waitpid instead. it also tends to be a huge security risk. by allowing someone to access a shell version of the environment, the program can run into all sorts of problems:	parameter	57
the system call will fork, execute the command passed by parameter and the original parent process will wait for this to finish. this also means that system is a blocking call. the parent process can’t continue until the process started by system exits. also, system actually creates a shell that is then given the string, which is more overhead than using exec directly. the standard shell will use the path environment variable to search for a filename that matches the command. using system will usually be sufficient for many simple run-this-command problems but can quickly become limiting for more complex or subtle problems, and it hides the mechanics of the fork-exec-wait pattern, so we encourage you to learn and use fork exec and waitpid instead. it also tends to be a huge security risk. by allowing someone to access a shell version of the environment, the program can run into all sorts of problems:	system	4
int main(int argc, char**argv) { char *to_exec = asprintf("ls %s", argv[1]); system(to_exec); }	system	77
int main(int argc, char**argv) { char *to_exec = asprintf("ls %s", argv[1]); system(to_exec); }	printf	51
why not execute ls directly? the reason is that now we have a monitor program – our parent that can do other things. it can proceed and execute another function, or it can also modify the state of the system or read the output of the function call.	system	201
environment variables are variables that the system keeps for all processes to use. your system has these set up right now! in bash, some are already defined	system	45
 what signal is sent when press ctrl-c at a terminal?	a terminal	42
 process memory isolation.	memory	9
 process memory layout (where is the heap, stack etc; invalid memory addresses).	the heap	33
 process memory layout (where is the heap, stack etc; invalid memory addresses).	address	69
 process memory layout (where is the heap, stack etc; invalid memory addresses).	memory	9
 what is the difference between execs with a p and without a p? what does the operating system  how does a program pass in command line arguments to execl*? how about execv*? what should be the first command line argument by convention?	system	88
 what is the int *status pointer passed into wait? when does wait fail?	pointer	25
 my terminal is anchored to pid = 1337 and has become unresponsive. write me the terminal command and the c code to send sigquit to it.	code	108
 can one process alter another processes memory through normal means? why?	memory	41
 where is the heap, stack, data, and text segment? which segments can a program write to? what are invalid memory addresses?	the heap	10
 where is the heap, stack, data, and text segment? which segments can a program write to? what are invalid memory addresses?	address	114
 where is the heap, stack, data, and text segment? which segments can a program write to? what are invalid memory addresses?	memory	107
 code up a fork bomb in c (please don’t run it).	code	1
5 memory allocators	memory	2
memory memory everywhere but not an allocation to be made a fragmented heap	memory	0
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	the heap	129
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	address	182
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	memory	0
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	heap memory	60
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	system	145
memory allocation is important! allocating and deallocating heap memory is one of the most common operations in any application. the heap at the system level is contiguous series of addresses that the program can expand or contract and use as its accord [2]. in posix, this is called the system break. we use sbrk to move the system break. most programs don’t interact directly with this call, they use a memory allocation system around it to handle chunking up and keeping track of which memory is allocated and which is freed.	memory allocation	0
we will mainly be looking into simple allocators. just know that there are other ways of dividing up memory like with mmap or other allocation schemes and methods like jemalloc.	mmap	118
we will mainly be looking into simple allocators. just know that there are other ways of dividing up memory like with mmap or other allocation schemes and methods like jemalloc.	memory	101
5.2 c memory allocation api	memory	6
5.2 c memory allocation api	memory allocation	6
 malloc(size_t bytes) is a c library call and is used to reserve a contiguous block of memory that may be uninitialized [4, p. 348]. unlike stack memory, the memory remains allocated until free is called with the same pointer. if malloc can either return a pointer to at least that much free space requested or null. that means that malloc can return null even if there is some space. robust programs should check the return value. if your code assumes malloc succeeds, and it does not, then your program will likely crash (segfault) when it tries to write to address 0. also, malloc leaves garbage in memory because of performance – check your code to make sure that a program all program values are initialized.	code	440
 malloc(size_t bytes) is a c library call and is used to reserve a contiguous block of memory that may be uninitialized [4, p. 348]. unlike stack memory, the memory remains allocated until free is called with the same pointer. if malloc can either return a pointer to at least that much free space requested or null. that means that malloc can return null even if there is some space. robust programs should check the return value. if your code assumes malloc succeeds, and it does not, then your program will likely crash (segfault) when it tries to write to address 0. also, malloc leaves garbage in memory because of performance – check your code to make sure that a program all program values are initialized.	address	560
 malloc(size_t bytes) is a c library call and is used to reserve a contiguous block of memory that may be uninitialized [4, p. 348]. unlike stack memory, the memory remains allocated until free is called with the same pointer. if malloc can either return a pointer to at least that much free space requested or null. that means that malloc can return null even if there is some space. robust programs should check the return value. if your code assumes malloc succeeds, and it does not, then your program will likely crash (segfault) when it tries to write to address 0. also, malloc leaves garbage in memory because of performance – check your code to make sure that a program all program values are initialized.	memory	87
